7.474820143884891577e-01,4.525179856115107979e-01
7.546762589928057707e-01,4.453237410071942959e-01
7.618705035971222728e-01,4.381294964028776828e-01
7.690647482014387748e-01,4.309352517985611808e-01
7.762589928057553879e-01,4.237410071942445677e-01
7.834532374100718899e-01,4.165467625899280657e-01
7.906474820143885029e-01,4.093525179856115637e-01
7.978417266187050050e-01,4.021582733812949506e-01
8.050359712230215070e-01,3.949640287769784486e-01
8.122302158273381201e-01,3.877697841726618355e-01
8.194244604316546221e-01,3.805755395683453335e-01
8.266187050359712352e-01,3.733812949640288315e-01
8.338129496402877372e-01,3.661870503597122184e-01
8.410071942446042392e-01,3.589928057553957164e-01
8.482014388489208523e-01,3.517985611510791033e-01
8.553956834532373543e-01,3.446043165467626013e-01
8.625899280575539674e-01,3.374100719424460437e-01
8.697841726618704694e-01,3.302158273381294862e-01
8.769784172661870825e-01,3.230215827338129841e-01
8.841726618705035845e-01,3.158273381294963711e-01
